,id,season,token,amount,withdrawnAmount,token_name
0,0xe4b420f15d6d878dcd0df7120ac0fc1509ee9cab-0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49-7445,7445,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,3027695189621217691832,0,bean_3crv
1,0xe4b420f15d6d878dcd0df7120ac0fc1509ee9cab-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-7998,7998,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,982192,0,bean
0,0x6d42977a60aef0de154dc255de03070a690cf041-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5997,5997,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,92316046,396068555084,ur_bean_3crv
1,0x6d42977a60aef0de154dc255de03070a690cf041-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6045,6045,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2,5336714460,ur_bean
0,0x828920ee37fcf523a920290fb9e23b3386382497-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6053,6053,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,116640258115,116640258115,ur_bean_3crv
1,0x828920ee37fcf523a920290fb9e23b3386382497-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2540602868,5081205736,ur_bean
2,0x828920ee37fcf523a920290fb9e23b3386382497-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8521,8521,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,155569245,0,bean
0,0x87316f7261e140273f5fc4162da578389070879f-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5936,5936,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,492065976,0,ur_bean_3crv
1,0x87316f7261e140273f5fc4162da578389070879f-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,82325666,0,ur_bean
0,0x030ae585db6d5169b3594ec37c008662f2494a1d-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6506,6506,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,3470583,0,bean
1,0x030ae585db6d5169b3594ec37c008662f2494a1d-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6987,6987,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,512119,0,bean
0,0x4432e64624f4c64633466655de3d5132ad407343-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5989,5989,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2917186369,14585931845,ur_bean_3crv
1,0x4432e64624f4c64633466655de3d5132ad407343-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6018,6018,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,25473474730,127367373650,ur_bean_3crv
2,0x4432e64624f4c64633466655de3d5132ad407343-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6035,6035,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,13542210262,67711051310,ur_bean_3crv
3,0x4432e64624f4c64633466655de3d5132ad407343-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6053,6053,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,1837230900,9186154500,ur_bean_3crv
4,0x4432e64624f4c64633466655de3d5132ad407343-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1,1441622099,ur_bean
5,0x4432e64624f4c64633466655de3d5132ad407343-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6090,6090,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,736460875,2945843500,ur_bean_3crv
0,0x8a30d3bb32291dbbb5f88f905433e499638387b7-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5856,5856,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,161527606286,323055212572,ur_bean
1,0x8a30d3bb32291dbbb5f88f905433e499638387b7-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5994,5994,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,1,732536293379,ur_bean_3crv
2,0x8a30d3bb32291dbbb5f88f905433e499638387b7-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6026,6026,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1,7014793733,ur_bean
3,0x8a30d3bb32291dbbb5f88f905433e499638387b7-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6068,6068,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,1269299759,0,bean
4,0x8a30d3bb32291dbbb5f88f905433e499638387b7-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6110,6110,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,193518456,0,bean
5,0x8a30d3bb32291dbbb5f88f905433e499638387b7-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6147,6147,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,5858490,0,bean
6,0x8a30d3bb32291dbbb5f88f905433e499638387b7-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6753,6753,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,86994223,0,bean
7,0x8a30d3bb32291dbbb5f88f905433e499638387b7-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-9724,9724,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,190482742,0,bean
0,0xe2cfba3e0a8ce0825c5cbefdc60d7e78cc35aaf3-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6067,6067,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,1078919990,1078919990,ur_bean_3crv
1,0xe2cfba3e0a8ce0825c5cbefdc60d7e78cc35aaf3-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2,25715807,ur_bean
2,0xe2cfba3e0a8ce0825c5cbefdc60d7e78cc35aaf3-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6238,6238,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,8817642,0,bean
3,0xe2cfba3e0a8ce0825c5cbefdc60d7e78cc35aaf3-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-9644,9644,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,1224910,0,bean
0,0x3f6babbf1a9dfb3039dc932986d4a9658234fe21-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5970,5970,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,202715779114,405431558228,ur_bean_3crv
1,0x3f6babbf1a9dfb3039dc932986d4a9658234fe21-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6010,6010,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,7726389354,15452778708,ur_bean_3crv
2,0x3f6babbf1a9dfb3039dc932986d4a9658234fe21-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6033,6033,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,8638964058,17277928116,ur_bean_3crv
3,0x3f6babbf1a9dfb3039dc932986d4a9658234fe21-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6057,6057,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,5903611593,11807223186,ur_bean_3crv
4,0x3f6babbf1a9dfb3039dc932986d4a9658234fe21-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,4,4050051850,ur_bean
5,0x3f6babbf1a9dfb3039dc932986d4a9658234fe21-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6080,6080,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,5506731136,11013462272,ur_bean_3crv
0,0xd15b5fa5370f0c3cc068f107b7691e6dab678799-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5565,5565,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,295955,0,ur_bean
1,0xd15b5fa5370f0c3cc068f107b7691e6dab678799-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5568,5568,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1423496,0,ur_bean
2,0xd15b5fa5370f0c3cc068f107b7691e6dab678799-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5614,5614,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,33633491,0,ur_bean
3,0xd15b5fa5370f0c3cc068f107b7691e6dab678799-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6069,6069,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,7438836,0,ur_bean
4,0xd15b5fa5370f0c3cc068f107b7691e6dab678799-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6069,6069,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,20829691153,0,ur_bean_3crv
5,0xd15b5fa5370f0c3cc068f107b7691e6dab678799-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,78511263,0,ur_bean
0,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5621,5621,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1,0,ur_bean
1,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5669,5669,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2431763419,21885870771,ur_bean_3crv
2,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5715,5715,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2166092179,15162645253,ur_bean_3crv
3,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5752,5752,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2432588147,17028117029,ur_bean_3crv
4,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5799,5799,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,3104799564,24838396512,ur_bean_3crv
5,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5836,5836,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2111691080,19005219720,ur_bean_3crv
6,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5888,5888,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,3552030320,31968272880,ur_bean_3crv
7,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5913,5913,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2601756480,23415808320,ur_bean_3crv
8,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5934,5934,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2241624901,20174624109,ur_bean_3crv
9,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5955,5955,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,6598604892,59387444028,ur_bean_3crv
10,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5960,5960,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2828000925,25452008325,ur_bean_3crv
11,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5964,5964,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2742610688,24683496192,ur_bean_3crv
12,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5967,5967,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,2779626322,25016636898,ur_bean_3crv
13,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5978,5978,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,9118856449,82069708041,ur_bean_3crv
14,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5992,5992,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,9105242792,81947185128,ur_bean_3crv
15,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6003,6003,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,7129608065,64166472585,ur_bean_3crv
16,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6007,6007,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,3581342350,32232081150,ur_bean_3crv
17,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6010,6010,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,3464383862,34643838620,ur_bean_3crv
18,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6017,6017,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,9212856757,82915710813,ur_bean_3crv
19,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6026,6026,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,9698948776,87290538984,ur_bean_3crv
20,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6036,6036,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,6551032785,58959295065,ur_bean_3crv
21,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6050,6050,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,7922730578,71304575202,ur_bean_3crv
22,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6063,6063,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,9321543033,83893887297,ur_bean_3crv
23,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6070,6070,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1000001,12000012,ur_bean
24,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6070,6070,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,4899760963,44097848667,ur_bean_3crv
25,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,368191256,4418295072,ur_bean
26,0x4f8d7711d18344f86a5f27863051964d333798e2-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6074,6074,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,284106379101,5600170170111,ur_bean_3crv
27,0x4f8d7711d18344f86a5f27863051964d333798e2-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8437,8437,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,60143441,0,bean
28,0x4f8d7711d18344f86a5f27863051964d333798e2-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8645,8645,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,133513667,0,bean
0,0x3849a135d541232af220bb839ee1ce7e2165ed7d-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5988,5988,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,170910796699,170910796699,ur_bean_3crv
1,0x3849a135d541232af220bb839ee1ce7e2165ed7d-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6026,6026,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,4159987828,4159987828,ur_bean_3crv
2,0x3849a135d541232af220bb839ee1ce7e2165ed7d-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6037,6037,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,5138713011,5138713011,ur_bean_3crv
3,0x3849a135d541232af220bb839ee1ce7e2165ed7d-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6055,6055,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,4933847066,4933847066,ur_bean_3crv
4,0x3849a135d541232af220bb839ee1ce7e2165ed7d-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2,3721959211,ur_bean
5,0x3849a135d541232af220bb839ee1ce7e2165ed7d-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6083,6083,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,5228040943,10456081886,ur_bean_3crv
0,0xef6c4192c8530a2502e153bdc2256dd72ab445e4-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,4,1857003224,ur_bean
1,0xef6c4192c8530a2502e153bdc2256dd72ab445e4-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8797,8797,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,8167790,0,bean
0,0xdf39603397764512b6147740cad2ea669bfc3ffa-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6008,6008,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,140295187040,140295187040,ur_bean_3crv
1,0xdf39603397764512b6147740cad2ea669bfc3ffa-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,7003924331,14007848662,ur_bean
2,0xdf39603397764512b6147740cad2ea669bfc3ffa-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-8521,8521,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,195366701,0,bean
0,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1,1,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,3108699269,34195691959,ur_bean
1,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-1836,1836,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1622012577,17842138347,ur_bean
2,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2457,2457,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,873236965,6985895720,ur_bean_3crv
3,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2458,2458,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,45099652007,360797216056,ur_bean_3crv
4,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2461,2461,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,48325654029,386605232232,ur_bean_3crv
5,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2484,2484,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,1079817974,8638543792,ur_bean_3crv
6,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-2558,2558,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2268283349,24951116839,ur_bean
7,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2558,2558,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,89494115618,715952924944,ur_bean_3crv
8,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2562,2562,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,86481603766,691852830128,ur_bean_3crv
9,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2563,2563,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,42736730997,341893847976,ur_bean_3crv
10,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2577,2577,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,17606942063,140855536504,ur_bean_3crv
11,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-2619,2619,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,11095969281,122055662091,ur_bean
12,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-2619,2619,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,3414628941,27317031528,ur_bean_3crv
13,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-2683,2683,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,65392513776,719317651536,ur_bean
14,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-2763,2763,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,66318987301,729508860311,ur_bean
15,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-3211,3211,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,31972197280,351694170080,ur_bean
16,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-3386,3386,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1532317404,16855491444,ur_bean
17,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-3866,3866,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,397712327,4374835597,ur_bean
18,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-4297,4297,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,287204480,3159249280,ur_bean
19,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-4601,4601,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,5982645788,65809103668,ur_bean
20,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-4889,4889,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2588503951,28473543461,ur_bean
21,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5133,5133,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2022296718,22245263898,ur_bean
22,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5228,5228,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2955710383,32512814213,ur_bean
23,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5278,5278,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,3460858276,38069441036,ur_bean
24,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5329,5329,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,4818888833,53007777163,ur_bean
25,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5429,5429,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,2319120492,25510325412,ur_bean
26,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5620,5620,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,1522987090,16752857990,ur_bean
27,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5633,5633,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,950600654,10456607194,ur_bean
28,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5633,5633,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,12674778777,101398230216,ur_bean_3crv
29,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5728,5728,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,12169798349,133867781839,ur_bean
30,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5813,5813,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,12682216359,139504379949,ur_bean
31,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5837,5837,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,6180250528,67982755808,ur_bean
32,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5852,5852,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,7878467601,86663143611,ur_bean
33,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-5975,5975,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,61934705499,681281760489,ur_bean
34,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6071,6071,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,166077246972,1826849716692,ur_bean
35,0x83c9ec651027e061bcc39485c1fb369297bd428c-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6074,6074,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,3607227521,39679502731,ur_bean
0,0x75971932ea81a401db5dbafeda3a1307cae2928e-0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab-6174,6174,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,394542,0,bean
0,0x4062ec809b341660262ce22dab11e4bc5cecd622-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5970,5970,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,9701552087,97015520870,ur_bean_3crv
1,0x4062ec809b341660262ce22dab11e4bc5cecd622-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-5991,5991,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,38983178338,350848605042,ur_bean_3crv
2,0x4062ec809b341660262ce22dab11e4bc5cecd622-0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449-6022,6022,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,4,8795198252,ur_bean
3,0x4062ec809b341660262ce22dab11e4bc5cecd622-0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d-6022,6022,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,48575017975,485750179750,ur_bean_3crv
