address,bean_crv_token,bean,unripe_bean_crv_token,unripe_bean
0x57b649e1e06fb90f4b3f04549a74619d6f56802e,,0,,
0x4135deb17102aeeda09f5748186a1aa5060b3bbb,,0,,
0x7eaf877b409740afa24226d4a448c980896be795,,0,,
0x6820572d10f8ec5b48694294f3fcfa1a640cff40,,0,,
0xad0a6c716bb43e58fe284e21d1234f14541f9478,,333.62,,
0x5d02957cf469342084e42f9f4132403ea4c5fe01,,0,,
0xbb02c110452ae7ab8eb369b77ad65bb6c18b4361,,0,,
0x729ad565b305be00729e0a5677401dca268e6d8a,0,6.1,,
0x184cbd89e91039e6b1ef94753b3fd41c55e40888,,0,,
0x5a5005833f3bbad1c12f0a1998cbd9a67393ae41,0,,,
0x4d7fe683e9fd9891d856b7b528656dcb493f8242,,0,,
0xbc7c5f21c632c5c7ca1bfde7cbff96254847d997,,0,,
0x7da66c591bfc8d99291385b8221c69ab9b3e0f0e,,0,,
0x40e652fe0ec7329dc80282a6db8f03253046efde,0,0,,
0xe21274b5c4cb75830f79d3a0dc38e7ee49ec5b17,0,0,,
0x056590f16d5b314a132bbcfb1283fec5d5c6e670,,0,,
0xabc508dda7517f195e416d77c822a4861961947a,,0,,
0x12b1c89124af9b720c1e3e8e31492d66662bf040,,0,,
0x6cc9b3940eb6d94cad1a25c437d9be966af821e3,,252.74,,
0xe146313a9d6d6ccdd733cc15af3cf11d47e96f25,,0,,
0x7e1ca6d381e2784db210442bfc3e2b1451f773fd,,46.64,,
0x0000000dbf80f29c9ed7d52116f3037f8deb1902,,0,,
0x64298a72f4e3e23387efc409fc424a3f17356fc4,,0,,
0xc19cf05f28bd4fd58e427a60ec9416d73b6d6c57,,0,,
0x3789c64cc3a8120a93e9483d526d44be7305e455,,27.89,,
0x57b649e1e06fb90f4b3f04549a74619d6f56802e,,0,,
0x4135deb17102aeeda09f5748186a1aa5060b3bbb,,0,,
0x7eaf877b409740afa24226d4a448c980896be795,,0,,
0x6820572d10f8ec5b48694294f3fcfa1a640cff40,,0,,
0xad0a6c716bb43e58fe284e21d1234f14541f9478,,333.62,,
0x5d02957cf469342084e42f9f4132403ea4c5fe01,,0,,
0xbb02c110452ae7ab8eb369b77ad65bb6c18b4361,,0,,
0x729ad565b305be00729e0a5677401dca268e6d8a,0,6.1,,
0x184cbd89e91039e6b1ef94753b3fd41c55e40888,,0,,
0x5a5005833f3bbad1c12f0a1998cbd9a67393ae41,0,,,
0x4d7fe683e9fd9891d856b7b528656dcb493f8242,,0,,
0xbc7c5f21c632c5c7ca1bfde7cbff96254847d997,,0,,
0x7da66c591bfc8d99291385b8221c69ab9b3e0f0e,,0,,
0x40e652fe0ec7329dc80282a6db8f03253046efde,0,0,,
0xe21274b5c4cb75830f79d3a0dc38e7ee49ec5b17,0,0,,
0x056590f16d5b314a132bbcfb1283fec5d5c6e670,,0,,
0xabc508dda7517f195e416d77c822a4861961947a,,0,,
0x12b1c89124af9b720c1e3e8e31492d66662bf040,,0,,
0x6cc9b3940eb6d94cad1a25c437d9be966af821e3,,252.74,,
0xe146313a9d6d6ccdd733cc15af3cf11d47e96f25,,0,,
0x7e1ca6d381e2784db210442bfc3e2b1451f773fd,,46.64,,
0x0000000dbf80f29c9ed7d52116f3037f8deb1902,,0,,
0x64298a72f4e3e23387efc409fc424a3f17356fc4,,0,,
0xc19cf05f28bd4fd58e427a60ec9416d73b6d6c57,,0,,
0x3789c64cc3a8120a93e9483d526d44be7305e455,,27.89,,
0x7d6a2f6d7c2f7dd51c47b5ea9faa3ae208185ec7,,0,,
0x14c506c362698270a119e1fe59a5428621f4cebf,,0,,
0xb95a01d3b437c57631231bf995ca65678764b2e8,0,0,,
0x4fcd42eb2557e49c0201fb3283cff62c1baf0fb4,,0,,
0xa09dea781e503b6717bc28fa1254de768c6e1c4e,,25.69,,
0x989252fe804c3c1b15908c364aa5cda791030067,,37.99,,
0xbc4de0a59d8af0af3e66e08e488400aa6f8bb0fb,,0,,
0xe42ab6d6dc5cc1569802c26a25af993eef76caa2,,0,,
0x6d11937490234176e6229c4b80b27fedf237465f,,0.07,,
0x4950215d3cd07a71114f2dddafa1f845c2cd5360,,0,,
0x550586fc064315b54af25024415786843131c8c1,,0,,
0x7eee7d572148b3188412cc18b6d9632c2e78f182,,0,,
0xd71db81be94cba42a39ad7171b36db67b9b464c6,,0,,
0xbb2e54038196a51f6a42a9bb5ad6bd0eb2cf6c01,,0,,
0x5c6d32cbcb99722e6295c3f1fb942f99e98394e8,,0,,
0xe3a2ad75e3e9b893c8188030ba7f550fdfeeadac,,0,,
0xb78f2cd4749c854d0d312b35d7fabc2364228b50,,0,,
0x0000000002ce79aacd54227d2163ff3791338975,,0,,
0x6d5194ece4c937b58ee00c4238ef61e6b98eace8,,0,,
0x433b1b3bc573fcd6fdddcf9a72ce377db7a38bb5,0,0,,
0x0959158b6040d32d04c301a72cbfd6b39e21c9ae,,0,,
0x2e676e0f071376e12ed9e12a031d01b9b87f5878,,0,,
0x6e93e171c5223493ad5434ac406140e89bd606de,,0,,
0xfdf8146c2dbaf678a84797adecd62d0f3a51d365,,0,,
0xcf0dcc80f6e15604e258138cca455a040ecb4605,,0,,
0x24294915f8b5831d710d40c277916edc0fa0ec39,,0,,
0xbfc7e3604c3bb518a4a15f8ceeaf06ed48ac0de2,0,0,,
0x02df7e960ffda6db4030003d1784a7639947d200,,0,,
0xc7b42f99c63126b22858f4eed636f805cfe82c91,,0,,
0x86d2b66b977d8e99ac032ea58904065ca481359c,,0,,
0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61,,0,0,
0xb2d818649db5d5fd462cec1f063dd1b8b8b7e106,,0,,
0xc316f415096223561e2077c30a26043499d579ad,,0,,
0x340bc7511e4e6c1cdd9dcd8f02827fd08edc6fb2,,0,,
0xc0ec0e2a7f526b2ebf5a7e199ff776a019f012c8,,23.18,,
0x39399b07c79dfc74827ba74f3b7b5a5d544db44a,,0,,
0x820a2943762236e27a3a2c6ea1024117518895a5,,0,,
0xb33cb651648a99f2ffff076fd3f645fac24d460f,,0,9737.54,
0x14019dbae34219efc2305b0c1db260fce8520dbf,,0,,
0xd9a859a420ddf413fbfcbc10bb7e16d773839004,,0,,
0x63b98c09120e4ef75b4c122d79b39875f28a6fcc,,11.5,,
0x64707d044389a2c00f5296b93ad3a7f6fd073bee,,12.68,,
0x48e9e2f211371bd2462e44af3d2d1aa610437f82,,0,,
0x69ee985456c52c85ba2035d8fd8bfe0a51f0e0d2,,0,,
0x66435387dce9f113be44d5e730eb1c068b328e93,,0,,
0x52eaa3345a9b68d3b5d52da2fd47ebfc5ed11d4e,,0,,
0x55b916ce078ea594c10a874ba67ecc3d62e29822,,0,,
0xce66c6a88bd7bec215aa04fda4cf7c81055521d0,,0,,
0x9d840dccb22e781e7f223ada4dc49e6734d2ce17,,0,,
0xfda1215797d29414e588b2e62fc390ee2949aaaa,,0,,
0x968e24c15a30d6ff1b67f590c1c3a7fcecb5c3fd,,0,,
0x525aadb22d87caa26b00587dc6bf9a6cc2f414e5,,0,,
0x8d4122ffe442de3574871b9648868c1c3396a0af,,45.99,,
0x42225b0c8c3f0c7c4d5b21a008a899e9a4992788,,0,,
0x7bb955249d6f57345726569ea7131e2910ca9c0d,,0,,
0xfae73e896f6e35bf60a52c4f7275381e8d0f6344,,0,,
0xc7964cf98eb028ad27855c78b30e2474f920f7e5,,0,,
0x652877aba8812f976345fef9ed3dd1ab23268d5e,0,0,,
0x4cc19a7a359f2ff54ff087f03b6887f436f08c11,,0,,
0xc315231efc43290770d310230faef444014b1d8d,,0,,
0x7e88276d8d638426f4cb3b4bbb5a9bf42c24075a,0,0,,
0x954e78ed6e442257e57cd15a2c6596c2032a900d,,0,,
0x0e0826998f02b2353499a12a0ea8d8eebe27567f,0,0,,
0x6cd83315e4c4bfdf95d4a8442927c018f328c9fe,,0,,
0xb47959506850b9b34a8f345179ed1c932aaa8bfa,,0,,
0xe463d56e80da7292a90faf77ba3f7524f0a0dccd,,0,,
0xf840aa35b73ee0bbf488d81d684706729aba0a15,,0,,
0xd2f1bbfbc68c79f9d931c1fad62933044f8f72c8,,0,,
0x9ef6f4729791ab7115555e869bb772061f95f115,,0,,
0x77ab999d1e9f152156b4411e1f3e2a42dab8cd6d,,141.02,,
0x58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7,445825938426,0,,
0x0bf7fb51211b4842bad8e831ba2f42fcb836c7e1,0,0,,
0x5f074e4afb3547407614bc55a103d76a4e05ba04,,0,,
0x6afacda0fb548e8b3b68525629a2006a783bb6d6,,0,,
0xe58000ce4dd92a478959a24392d43d4c100c85fd,,0,,
0x3d4fcd5e5fcb60fca9dd4c5144aa970865325803,,0,,
0x4bf44e0c856d096b755d54ca1e9cfdc0115ed2e6,,184.17,,
0x15884abb6c5a8908294f25edf22b723bab36934f,,0,,
0xfec1561ac66d0b76d7caebe5386cda39a2056380,,0,,
0x4626751b194018b6848797ea3ea40a9252ee86ee,,26.24,,
0xa7e3fed558e81dab40cd87f334d68b0bf0ab3fd6,,0,,
0xd2f2f6b0f48e7a12496d8c9f7a2c18e6b76e49e0,,0,,
0xefbc103259b500ebe6408fc7c91535b0e158e22b,,0,,
0x8c35933c469406c8899882f5c2119649cd5b617f,,0,,
0xf3e9848d5acce2f83b8078ee21f458e59ec4289a,,0,,
0x08535bbdd792254c23d6fbe21c25252461e740b8,,0,,
0x7d0e6ae85c94922427f1b1a1d3022fa186ddb764,,0,,
0x5b45b0a5c1e3d570282bddfe01b0465c1b332430,,0,,
0xdeba22ef671936a5cb3964c8469fdc32cf745c0a,,0,,
0x839a55f1901778cf56f0c6e186947c8b700612c4,,0,,
0x848ab321b59da42521d10c07c2453870b9850c8a,,0,,
0x07f34c1ce9125ff59b80fb7bd7b0c7fae0838fd7,,0,,
0xb1be0000bfdcddc92a8290202830c4ef689dceaa,,0,,
0x26eddf190be39cb4daab274651c0d42b03ff74a5,,0,,
0xf269a21a2440224dd5b9dacb4e0759ecac1e7ef5,,0,,
0x7cdfc314b89a851054a9acc324171bf8a31593e9,,59.11,,
0xdecaf1d3c1b16e1ff8bc8fdc8d80d286d335e32e,,334.7,,
0x18bfbc081001d58c26e52f9b2d0299c0c887c9c7,,0,,
0x52c9a7e7d265a09db125b7369bc7487c589a7604,,,13915.59,
0x60fc79ec08c5386f030912f056dca91daec3a488,,0,,
0xe2bdae527f99a68724b9d5c271438437fc2a4695,,0,,
0xd3feedc8e702a9f191737c0482b685b74be48cfa,,0,,
0xd130ab894366e4376b1afe3d52638a1087be17f4,,4.01,,
0xd6f2bea66fcba0b9f426e185f3c98f6585c746d3,,155.79,,
0x4bd60086997f3896332b612ec36d30a6ad57928e,,0,,
0xa92ab746eac03e5ec31cd3a879014a7d1e04640c,,0,,
0xe105edc9d5e7b473251f91c3205bc62a6a30c446,,0,,
0x1ae02022a49b122a21bebe24a1b1845113c37931,0,,,
0xa9f15d180fa3a8bfd15fbe4d5c956e005af13d90,,0,,
0x90030396f05aa263776c15e418a908da4b018157,0,0,,
0xbbcde02c6c6b5e0ad7d9c34cb1a2786e8f7f5193,,0,,
0x8e8ae083ac4455108829789e8acb4dbdde330e2e,,0.2,,
0xde3e4d173f754704a763d39e1dcf0a90c37ec7f0,,0,,
0x00000000009726632680fb29d3f7a9734e3010e2,,2.13,,
0x3d63719699585fd0bb308174d3f0ad8082d8c5a2,,0,,
0x9260ae742f44b7a2e9472f5c299aa0432b3502fa,,0,,
0xe201fc1da79e71b953c07a1a24f5ad3c974f2813,,0,,
0x1202fba35cc425c07202baa4b17fa9a37d2dbebb,,0,,
0x1e6da01cf34373cf673434e51dc3124b70ba4663,,0,,
0x81fac8ed831262a4ced09bc0024bae266e6ae688,,0,,
0xc4ff293174198e9aeb8f655673100eeedcbbfb1a,,14.68,,
0x5767795b4efbf06a40cb36181ac08f47cdb0fcec,,0,,
0xdd11460317c683e4057e115eb14e1c9f7ca41e12,0,0,,
0xdf08e9d4ca290593acddb18363c49df35a060df2,,0,,
0x677f173390775e27277628eddaec5234bc368d89,,0,,
0x9f1f4714d07859dd4c8d1312881a0700ed1c2a7e,,87.54,,
0x682864c9bc8747c804a6137d6f0e8e087f49089e,,11.05,,
0xad503b72fc36a699bf849bb2ed4c3db1967a73da,,0,,
0x2a23d58ea4b5cc2e01ef53ea5de51447c2528f16,,0,,
0xd53adf794e2915b4f414be1ab2282ca8da56dcfd,,0,,
0x3e4d97c22571c5ff22f0daabda2d3835e67738eb,,,0,
0x877cea592fd83dcc76243636dedc31ca7ce46ce1,,0,,
0x5292cf4e13f7ed082ec2996f8f8a549a05b2e6af,,0,,
0x76a014267b1d9e375d4a84554504e366c7de1167,,0,,
0x3c5a438a2c19d024a3e53c27d45fafac9a45b4f7,0,0,,
0x46387563927595f5ef11952f74dcc2ce2e871e73,,61,,
0xfc748762f301229bcea219b584fdf8423d8060a1,0,0,,
0x9e16025a87b5431ae1371de2da7dca4047c64196,,0,,
0xcde68f6a7078f47ee664ccbc594c9026a8a72d25,,0,,
0xdd2c8ad91325012b65abbfdfad59cfa23117b3e5,,0,,
0x706cf4cc963e13ff6add75d3475da00a27c8a565,,0,,
0x977703e95678fd656cb980295fe6feca0583b61f,,0,,
0xb2e5f0c8932a5eb5e33c18963346300eb5496a9f,,0,,
0xa3f90e801cba1f94eb6501146e4e0e791444e4d3,,0,,
0xf35e261393f9705e10b378c6785582b2a5a71094,,0,,
0x7bf98085c8336a374436c91fcf664595f9ff3fd7,,0,,
0x22f5413c075ccd56d575a54763831c4c27a37bdb,,0,,
0x6fa54cbfdc9d70829ac9f110bb2b16d8c64fa91c,,0,,
0xec5b22756d0191fbbb4afffdd5ae2a660538d196,,0,,
0xf5ca1b4f227257b5367515498b38908d593e1ebe,0,0,,
0x9ae3821d72b53f767f5b72c9630ce864c54c09bc,,1000,,
0xde94c4e276f47f9c310572d3b3fd9bccbc42c0ec,,0,,
0x8d9261369e3bfba715f63303236c324d2e3c44ec,,0,,
0x5edf82a73e12bca1518ea40867326fddc01b4391,,82.75,,
0x7d23f93e0e7722d40eada37d5afb8bd9c6f57677,,0,,
0xaf812e8babab3173edce179fe6fc6c2b1c482e39,,0,,
0x70ec7d795db10c5c27d07c926fd0e0a2bb9bf77b,,0,,
0x9df80329680718d269d7926d3375fe08c829d4e5,,0,,
0x6b434f8e80e8b85a63a9f4ff0a14eb9568a827c8,,0,,
0x23807719299c9ba3c6d60d4097146259c7a16da3,,0,,
0xe58c7ff7e492f1d90e7e532e3fb3eaa4d72c7c46,,0,,
0xd5ae1639e5ef6ecf241389894a289a7c0c398241,,0,,
0x40c5a7b9dad9463ccf0cbafea05ceda768962947,0,0,,
0x8525664820c549864982d4965a41f83a7d26af58,,0,,
0x38f733fb3180276be19135b3878580126f32c5ab,,0,,
0x56a201b872b50bbdee0021ed4d1bb36359d291ed,0,0,,
0x19831b174e9deabf9e4b355aadfd157f09e2af1f,,0,,
0x39af01c17261e106c17bab73bc3f69dfdaae7608,,0,,
0x93f7436fdecd7dffa34e19878ff32454a76c7634,,0,,
0xc83414abb6655320232faa65ea72663dfd7198ec,,0,,
0x5068aed87a97c063729329c2ebe84cfed3177f83,,0,,
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,,0,,
0x80a2527a444c4f2b57a247191cdf1308c9eb210d,,0,,
0x9b96698cffdb410cace39e5187b8bc64b516ac8a,,0,,
0xf4c586a2dcd0afb8718f830c31de0c3c5c91b90c,,0,,
0x13ebb0a690b0c7eba90893f7ec300a099a32c322,,0,,
0xe066684f0ff25a746aa51d63ba676bfc1d38442d,,0,,
0xe2cdf066eee46b2c424dd1894b8ae33f153f533c,,0,,
0xaffa4d2ba07f854f3dc34d2c4ce3c1602731043f,,0,,
0x0ce72b7dde6ea0e9e8feeb634fcd9245e81d34f3,,0,,
0xe63e2cdd24695464c015b2f5ef723ce17e96886b,,0,,
0x3d7cde7ea3da7fdd724482f11174cbc0b389bd8b,,0,,
0x1416c1fed9c635ae1673118131c0880fcf71e3f3,,0,,
0x9fa7fba664a08e5b07231d2cb8e3d7d1e5f4641c,,0,,
0x5270b883d12e6402a20675467e84364a2eb542bf,,0,,
0x5ab404ab63831bfcf824f53b4ac3737b9d155d90,,0,,
0x75a158b6939d9abc27b5e3ea9e79c11302cec60c,,111.57,,
0xe5d36124de24481dac81cc06b2cd0bbe81701d14,,50,,
0x84cc646eb2891f1b5314ba6e2bb5886f1ffcae0a,,0,,
0x8bb62ef3fdb47bb7c60e7bcdf3aa79d969a8be9c,,0,,
0xf092ca027a2dc87d60586c658d8279018c4a6c74,,0,,
0xa4f1b0889354b88caacc8142ee0601d8920ae776,,,0,
0x1fc84da8c1dfd00a7f6d0970ed779cec0bbf9ca4,,236.66,,
0x227b5a7e3f56cba0cbd747760e43f5c408a13541,,0,,
0xb615e3e80f20bea214076c463d61b336f6676566,,0,,
0x1111111254eeb25477b68fb85ed929f73a960582,,0,,
0x6d253d11789415eb1d32d753956fe9ac78bd61b0,,0,,
0x8a8b65af44adf126faf6e98ca02174dff2d452df,,0,,
0xd6ff57479699e3f93ffd68295f3257f7c07e983e,,0,,
0xef49ffe2c1a6f64cfe18a26b3efe7d87830838c8,,0,,
0xf87aedfbb53d7db34c730a50b480f5717860d0bf,,0,,
0x52d3aba582a24eeb9c1210d83ec312487815f405,,0,,
0x1d264de8264a506ed0e88e5e092131915913ed17,,0,,
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,,0,,
0x00ea27d7da1c0fc27a198374004efe546f655aef,,0,,
0x38c5ca4ee678d4f9d8d94a7f238e2700a8978b36,,0,,
0x4e51f0a242bf6e98be03eb769cc5944831dce87a,,0,,
0x997563ba8058e80f1e4dd5b7f695b5c2b065408e,,0,,
0x96d48b045c9f825f2999c533ad56b6b0fca91f92,0,0,,
0x8afcd552709bac70a470ec1d137d535bfa4fadee,,0,0,
0xa31cff6aa0af969b6d9137690cf1557908df861b,,0,,
0x4f70ffddab3c60ad12487b2906e3e46d8bc72970,,0,,
0x82f402847051bddaab0f5d4b481417281837c424,,82.31,,
0x9edaff6744d6f539298cddd8c0171b774be2b86d,,0,,
0x995d1e4e2807ef2a8d7614b607a89be096313916,,5.34,,
0x941169fff3c353be965e3f34823eea63b772219c,,0,,
0x735cab9b02fd153174763958ffb4e0a971dd7f29,,0,,
0xde975401d53178cdf36e1301da633a8f82c33cef,,0,,
0x0562695929503e930de265f944b899debf93df7c,,0,,
0x9142a918df6208ae1be65e2be0ea9dad6067155e,,0,,
0x951b928f2a8ba7ce14cc418cfebfee30a57294c3,,0,,
0x104f621b57dc5c928cfea658fa3df1a7310be2df,,0,,
0x1dd6ac8e77d4c4a959bed5d2ae624d274c46e8bd,0,0,0,
0x09ea3281eeb7395dad7851e7e37ad6aff9d68a4c,,0,,
0xeaa096218588303897afbc83679982347947f4d6,,0,,
0xe9b05bc1fa8684ee3e01460aac2e64c678b9da5d,,0,,
0x4330c25c858040adbda9e05744fa3adf9a35664f,,0,,
0xea3154098a58eebfa89d705f563e6c5ac924959e,,0,,
0x50619098d7ddd7a12b38e9ca8203b981c17eb7ed,0,,,
0x7568614a27117eeeb6e06022d74540c3c5749b84,0,0,,
0x2f62960f4da8f18ff4875d6f0365d7dbc3900b8c,,0,,
0xba121d80c8cac15fc960bdee1b0af7eea9084526,,0,,
0x00f244126b1f29b50d45464f08de883f1ff2fb7c,,14.23,,
0x88f667664e61221160ddc0414868ef2f40e83324,,0,,
0x5c9d09716404556646b0b4567cb4621c18581f94,,0.97,,
0x1309df760d05a7e9ba396d9a6f8dd4305c4d25bf,,0,,
0xad7bbd9e7fbcdbf80199e940d0a8a6f2d690457d,,0,,
0x5500aa1197f8b05d7caa35138e22a7cf33f377d6,,0,,
0x85bbe859d13c5311520167aad51482672eea654b,,0,,
0x3c7560edeee5b60e4a6c7abebaa971065b2242b4,,0,,
0x3a7268413227aed893057a8eb21299b36ec3477e,0,0,,
0xe4bf6e1967d7bc0bd5e2c767c3a2ccadf23446df,,0,,
0x15d6d330f374a796210efc1445f1f3ea07a0b1ef,,0,,
0x333ad4bd869b12fb3b1c883cf2f1c89b685e018c,,0,,
0x5f26e116a8c932e3ec74d92b8bfab4bc69acd086,,0,,
0x7d50bfead43d4fdd47a8a61f32305b2de21068bd,,0,,
0x7d31bf47dda62c185a057b4002f1235fc3c8ae82,,0,,
0x6eb211caf6d304a76efe37d9abdfaddc2d4363d1,,0,,
0x26e8f0f1dfd919034c909055e90b0b70adfb7047,,0,,
0x4dae7e6c0ca196643012cdc526bbc6b445a2ca59,,0,,
0x4282341588f94c158bfaa40ae2c9f3abfdac647f,,1.8,,
0xa86e29ad86d690f8b5a6a632cab8405d40a319fa,,,1755.28,
0x888e552fc9a9dbfaa5b854bc6f128c1a4142ad28,,0,,
0x1544e8c4736b47722e0af9d44a099f14a96aac84,,,0,
0x5f14dd7d03ed2de199bba7b12f4684ecebdaa407,,0,,
0xefaa5fe183b7cbe2772fe4ac88831b7aa6c37422,,0,,
0xa24e91f2684a69ffe0a10a5cc384f9e0b163dd8b,,0,,
0x2972bf9b54ac5100d747150dfd684899c0abec5e,0,0,,
0x07a59461f6d849cfb1f7e27288501a4c7370e006,,0,,
0x9b04ea8897dfa0a817403acaccdb24df019c7085,0,0,,
0x562f223a5847daae5faa56a0883ed4d5e8ee0ee0,,0,,
0xcba1a275e2d858ecffaf7a87f606f74b719a8a93,0,0,,
0x89979246e8764d8dcb794fc45f826437fdec23b2,,0,,
0x68572eacf9e64e6dcd6bb19f992bdc4eff465fd0,,2000,,
0x9ba956e1c9417ca7223de8684619414d5dffd9e2,,0,,
0xf6f6d531ed0f7fa18cae2c73b21aa853c765c4d8,,0,,
0x78320e6082f9e831dd3057272f553e143dfe5b9c,,11.51,,
0xf9383a2d0d81ee4046f83ce1b5d8580834333470,,0,,
0x4bcbb32e470627ab0d767ac56bbcb2c33c181bce,,0,,
0x3c087171aebc50be76a7c47cbb296928c32f5788,,0,,
0xa1c83e4f6975646e6a7bfe486a1193e2fe736655,,0,,
0x02009370ff755704e9acbd96042c1ab832d6067e,,0,,
0x7aaee144a14ec3ba0e468c9dcf4a89fdb62c5aa6,,0,,
0xc5581f1ae61e34391824779d505ca127a4566737,,0,,
0x2f0424705ab89e72c6b9faebff6d4265f9d25fa2,,0,,
0x10e03eb5950bea08bb882e3ff01286665f209f97,,0,,
0x8f69232220e7689023279db7ca82915c8781f5e0,,0,,
0xfd459e98faccb98838440db466f01690322a721c,,0,,
0xda8c9d1b00d12ddf67f2aa6af582fd6a38209b39,,0,,
0x237daad83c82e0be93dc5007987f2c232db1638c,,0,,
0x0e38a4b9b58abd2f4c9b2d5486ba047a47606781,,0,,
0xc5df8672232f1c2b75310e4f2b80863721705a12,,0,,
0x0af4a5c820cc97fc86d9be25d3cd4791ed436866,0,0,,
0xaef29b25e1235e52d592a50d1ff05e60792c9552,,0,,
0xd3765592d1bbfc7ec04e9011861d75b07a3c935b,,0,,
0x498b859d2e59958e209d7dd262324c8d31b12b12,,2290.66,,
0x3b55df245d5350c4024acc36259b3061d42140d2,,0,,
0x141b5a59b40efcfe77d411cad4812813f44a7254,,0,,
0xd81a2cc2596e37ae49322edb198d84dc3986a3ed,,0,,
0xde8f5884d6ed8093611c9c1421879069d4a862ac,,0,,
0xe1d045be479ce7127186896a0149aac7137b455e,,0,,
0xc1fb2f35761a92b6f0b5ba524b2b22285a27b4ed,,0,,
0x0716a17fbaee714f1e6ab0f9d59edbc5f09815c0,,42,,
0xc6e76a8ca58b58a72116d73256990f6b54edc096,,133.96,,
0x2df56902daed94248df3ace6efb8a259e9fe525f,,0,,
0x81c46feca27b31f3adc2b91ee4be9717d1cd3dd7,,0,,
0xa734439d26ce4dbf43ed7eb364ec409d949bb369,,0,,
0x508708fde79d67219016368d682cc2ab6d47d7d5,,0,,
0x0b3f6d4a5d6835137ccb2c1248f5a7d882c0dbda,,0,,
0x297751960dad09c6d38b73538c1cce45457d796d,,0,,
0x4ceb640af5c94ee784eefae244245e34b48ec4f6,,0,,
0x6f9cee855cb1f362f31256c65e1709222e0f2037,,0,,
0xf021f084477242fe6835c67234b4345de4db19e1,,0,,
0x1348ea8e35236aa0769b91ae291e7291117bf15c,,0,,
0x3a1bc767d7442355e96ba646ff83706f70518daa,,0,,
0x8a9c930896e453ca3d87f1918996423a589dd529,,2.01,,
0xfe7a7f227967104299e2ed9c47ca28eadc3a7c5f,,0,,
0xd3c1e750b5664170f4af828145295b678bafd460,,0,,
0xc2ac0d788a6c574a76ded79b9373679850c2678f,,0,,
0xcada41bdb95227ee3f3c2f4a37a843d384fbb48d,,0,,
0x2bc5ffc5de1a83a9e4cddfa138baed516d70414b,,0,,
0xc3253e06fa7a2e4a3cd26cb561af4af83466902d,,46.54,,
0x6a93946254899a34fdcb7fbf92dfd2e4ec1399e7,,0,,
0xdb2480a43c79126f93bd5a825dc0cba46d7c0612,,0,,
0x1571eb601ee506079a2031adb5cb10722a3a866f,,0,,
0x5ec6bc92395bfe4dfb8f45cb129ac0c2f290f23d,,0.8,,
0x82ff15f5de70250a96fc07a0e831d3e391e47c48,,0,,
0xd9da13de745bfa50ffaafd0a531b92f0511b72cf,0,0,,
0x559fb65c37ca2f546d869b6ff03cfb22dafde9df,,0,,
0x8eb354f1cbb0ab7ef0d038883b4c1065e008453f,,0,,
0x78fd06a971d8bd1ccf3ba2e16cd2d5ea451933e2,,0.05,,
0xf9563a8dab33f6beab2abc34631c4eaf9ecc8b99,,20.91,,
0x4a52078e4706884fc899b2df902c4d2d852bf527,,20.32,,
0x0e3eb2eab0e524b69c79e24910f4318db46baa9c,,0,,
0x20798fd64a342d1ee640348e42c14181fdc842d8,,0,,
0xa0cd3faf3c370e7448d08f0b3c45703eb61a1974,,0,,
0x58e4e9d30da309624c785069a99709b16276b196,,0,,
0x0c46f12612dbc8b10ff4c5385d10c12052b95b99,,0,,
0x4319fbf2c6b823e20edaa4002f5eac872ccad3bd,0,0,,
0xb5d0374f0c35cf84f495121f5d29ea9275414de8,,28.36,,
0x7d51910845011b41cc32806644da478feff2f11f,,0,,
0xcbf3d4ab955d0be844dbaed50d3a6e94ada97e8b,,0,,
0x80b6e8628baddf199acf45b50db839ca65cdb539,,0,,
0x8d06ffb1500343975571cc0240152c413d803778,,0,,
0xee7840dac7c3ec2ccde49517fd3952e349997ab5,,0,,
0xbf68f1ce39ed3bd9b20944260aa678bb934d164b,,0,,
0xacc53f19851ce116d52b730aee8772f7bd568821,,0,,
0x0f3a1e840f030617b7496194dc96bf9be1e54d59,,0,,
0xf501c1084d8473399fa01c4f102fa72d0465192c,,0,,
0x6817be388a855cfa0f236adcebb56d7dc1dbd0cf,,0,,
0xd8388ad2ff4c781903b6d9f17a60daf4e919f2ce,,,18909.81,
0xeafc0e4acf147e53398a4c9ae5f15950332cce06,,0,,
0x8fe316b09c8f570fd00f1172665d1327a2c74c7e,,0,,
0x60e8b62c7da32ff62fcd4ab934b75d2d28fe7501,,0,,
0xf7a7ae64cf9e9dd26fd2530a9b6fc571a31e75a1,0,0,,
0x5c2e7837a5dc5d07c6977bfedb46a1f3ec6a5a77,,0,,
0xa79828df1850e8a3a3064576f380d90aecdd3359,0,0,,
0xe1e98eae1e00e692d77060237002a519e7e60b60,,0,,
0xdf02a9ba6c6a5118cf259f01ed7a023a4599a945,,4721.85,,
0x270990d832c7e0145e62e5bdf7fce719f504d48d,,0,,
0xfb5caae76af8d3ce730f3d62c6442744853d43ef,,0,,
0x5c0ed0a799c7025d3c9f10c561249a996502a62f,,0,,
0x839191e5a1001342ef0582e1f3fbe3d9753ef222,,0,,
0xe2dc368cf962426efa08b60c9570b19618b5e672,,0,,
